energy_kwh,transport_km,waste_kg,flights,co2_tons
4394.83844718718,24235.87260717932,718.1415580863024,2,5.686215473501696
12495.520468798106,17134.07202275385,90.9730829445492,1,5.472551101893664
1798.4145533759831,1084.2660934493242,1691.2526002300376,0,2.0195342791737265
1128.4662512552932,31340.060103516353,1822.4686206293427,1,6.50013746434411
10673.957168206145,420.5289816661395,1641.2547868380736,3,5.621578886980983
10858.63892004112,30475.59577509936,255.8998818395297,1,6.9417745007357246
12784.85503981431,35732.179751524905,1995.8302688245756,2,10.210654792488462
14549.217541080965,17313.59684228689,517.1684431055477,3,7.716129629890418
19519.456381304437,21421.69892391193,1448.4098256167401,2,9.28712117358968
10374.376931193787,19079.33570470615,1816.0697526714432,1,6.986015005353238
6526.833811530794,15568.344744937553,471.3742286614189,0,3.6357204549705195
15924.205275897202,35496.98141481441,1816.5171093541321,4,12.209123744083003
5489.561800115277,35757.34042679962,618.963158389734,0,6.114513597812753
8835.531272042159,13432.654585661381,1952.8264447681122,1,6.0710997252436085
1661.2819887110925,24602.79016058792,562.5200407609492,2,5.067081981534939
604.4797939676045,37076.30248583457,1906.8716495156702,0,6.389445728838988
19256.703452090707,38482.33995765406,107.08930178534982,3,10.521868272054267
16736.004398192897,20358.361616881903,1418.544023339626,1,8.194487220298676
13949.88670126459,18112.99221137307,1064.2222676740073,0,6.183830443130914
8238.16359384397,11147.772637141032,955.7541542454613,1,4.648669241310941
3548.556969409831,38354.8749276164,446.98862851167996,0,5.6468550678877545
3213.0971491546125,5712.572178914695,1411.191579552984,1,3.2813654199706717
5079.833673475447,23193.183041909,381.6189828926142,0,4.205262714826465
11029.610627651797,11302.010700745555,1105.6835919695366,2,6.436488919001902
14320.45886173124,11160.331613911865,506.4907260805016,1,5.411008391715743
13237.927796682852,16198.743495047538,1911.242759562712,1,7.44306158890475
5670.684549224263,39951.71743262618,57.262387671305646,1,6.740738080778204
19101.819085197563,2198.6522735928825,399.4565602224731,1,5.296173484166102
14784.148642245793,23141.672728141257,484.62121277489547,1,6.823268207268969
11131.645644976874,3302.886321411087,828.1356515356329,0,3.4113976385782454
12273.242850063609,6180.833199620759,465.46048374010707,1,4.1956478567375735
8450.04124231302,17582.517670915946,982.6981805375705,1,5.543525284126119
5029.846691073033,20418.40525385765,1744.931046517078,2,6.552424464683814
7183.856305160106,10351.69633458096,1424.1268428183416,0,4.175078777313292
15181.137598240944,12658.285234976647,1159.923961070222,3,7.618103733191456
386.4304237321418,3478.6808102373225,178.0063559653593,1,1.4638796608394755
2409.845546087633,12128.79135377002,1387.9842167785512,0,3.3591888669343035
1015.4525762328797,38662.33757522176,332.8285686218797,1,5.902773516483424
910.5031661475057,37788.295266899266,1572.734771923396,1,7.067305997155781
17123.665621819044,13395.1316054794,500.1135170203064,3,7.584742257560917
14102.79140166247,22834.157451150462,834.0974566418018,2,8.55609810433627
9536.059198837771,36383.815644437775,700.9404046358559,0,7.067899268311704
2046.8997969549293,247.352905635867,1717.6278293497137,0,2.1777125328410785
9883.155914824963,32427.342813503674,253.08891742681627,2,7.669396078578622
9522.088238533257,37934.78211155676,1131.2897647695772,2,8.883629327333082
3546.717211209302,3653.0293733422827,284.12321888612445,1,2.020956052692517
8733.647819835664,6457.907441316841,1409.5916722643733,0,4.091343865247992
8030.244214507731,38429.85211085422,1810.1562555889623,0,8.205615957306488
12355.416951239107,21501.60574561385,869.2153077345068,0,6.158841612567591
12738.36365226611,567.865378868948,976.1845205299518,0,3.3069672841717637
1001.5497944636859,10305.279950541166,1854.8456729655245,1,3.9665114151999075
7554.791031066778,17997.746970754386,1041.9827772987142,0,4.778596785641654
12554.612322713305,27716.35644099071,975.1968760991218,0,6.956144998595554
10112.411545743746,29326.415125471984,1156.6582054086084,2,8.2036269254466
17144.147839647612,39816.86051701824,1378.4594727259039,0,9.415096779162452
13208.003269217006,11500.44797535036,213.76675017406276,1,5.038372540612273
3342.395098920451,21528.80407473901,1642.2210554830322,0,4.958403659414688
1504.318073268554,21332.9419143842,871.0100549065185,5,7.295529757042469
12884.14363630568,16225.8103778895,144.69701979497108,1,5.149334663614645
627.5750797782741,6766.475753696808,1572.3653383964263,1,3.022964310828649
11756.93406734192,39098.262527353705,753.8999433725442,1,8.859524392565845
18810.581804356658,34132.68746666344,200.73499019010788,1,8.955996355348345
11551.93613972999,19933.321131769488,1267.558079086501,1,6.657349832789371
7824.581531509786,24129.816907361193,1760.2627068672834,3,8.311579411904054
12901.435547002828,9090.442142386491,1775.5070188279726,1,6.591213568285185
9219.232520781181,21751.482815669875,1915.3269496179464,0,6.378418095186941
10957.774107387106,27798.805324859033,1735.410919533376,2,8.639464361747287
18835.14969465285,20606.68113546355,4.281838690950446,0,6.085431783670583
7783.442492235407,39611.40682339765,760.4823328267804,1,7.7238068105205056
19227.692220095894,24453.66624990905,1637.0851598110062,1,8.780494814782461
18116.47777492567,14838.948503686763,732.5060119969485,1,6.9406339871145
3996.243582306999,30886.081104633526,1203.0970127594123,0,5.960527261145445
1480.2898874157925,6818.500463265682,1212.633894749064,2,3.9809915579515374
2105.48222741079,15380.632548250662,730.0506080776461,0,2.8563312528851066
462.6143304658396,13878.358015103433,1808.9478545625752,0,3.107936106141259
1979.414919042975,17272.28380431109,1006.4566907722352,2,4.942868673399062
13691.834790985502,31271.193037149053,929.5684118750016,3,9.784219804472983
1516.6541043585569,19366.921286536297,1995.0274913237918,0,4.3015610781383335
6447.6150428458495,31760.57801063851,987.0007281452333,0,6.013072170409111
16913.018688292144,23059.556125594634,356.7965038571621,3,8.67802990064543
563.1115211429347,13682.777386302214,1026.138845726876,0,2.6124820655111805
16307.922803519821,32399.1497473389,1628.0334710398602,0,8.431884537503981
5708.910017990658,9531.586822123663,1553.7206537965628,1,4.390550476492214
2451.4800696709594,8975.319191991819,1577.163530216942,0,3.0306807810940835
13965.069590746598,20180.11696219343,1416.0475679958236,1,6.953443253054279
12615.962650919691,10433.969838483557,508.4356581333764,1,5.198013362969468
17561.693069188354,363.48139804865286,1724.1681716804628,3,7.690907636375073
14727.913771697327,25931.901091952062,1786.8869307525301,4,10.650209188276849
16089.270514658487,20443.75285889592,388.30539323709814,1,6.905307270417644
5712.487994168999,17820.71257972645,260.91127310278785,3,5.34605654178757
3631.046921216484,38678.740584732615,1951.2099371782242,1,7.990552534252346
15037.23355765308,22847.967358516547,1736.6479273007358,1,8.070069814173271
16156.011311418553,34537.26311157538,1786.4722944198934,1,9.94445760985795
19811.052325813398,5578.009448206407,1772.7527692487904,0,5.864721328221824
8311.091770537387,22768.25852517711,1083.3736480674568,2,6.8169689262942255
7503.159907276385,34719.18506923612,1292.8034733315994,1,7.785417822304706
15550.617918765736,23324.23029119592,1090.7257042672834,2,8.447396426754139
6881.990451035055,28720.567125080062,102.41269838065814,1,5.781860242577921
18622.070779510937,14881.742712488294,1491.0061707055454,3,8.981554335752218
17182.413761675936,3697.9806814826643,1010.6640666717606,1,5.02624091031133
8636.981144762865,18316.011805082857,1295.4181495804596,2,6.840512680741434
15042.334249050798,15779.175633554301,1005.2796099510706,1,6.7590767710939685
15115.403194285178,34682.40729515789,983.6226446449119,0,8.48234360597138
2152.164989835059,9759.81209409889,343.57821895553366,0,1.9600399519516776
18060.80284292338,38669.36910140432,557.4274302822979,0,8.893160125838453
